cpu_utilization,memory_utilization,storage_gb,data_transfer_gb,duration_hours,pue,carbon_intensity_gco2_kwh,instance_tdp_watts,workload_type,aws_region,co2_emissions_kg
1.0,32.86,1.57,0.156,0.0065,1.485,270,38.7,Lambda,eu-west-1,0.002591
23.12,39.91,1126.37,28.714,26.5843,1.439,380,19.1,S3,us-east-1,0.927064
22.07,30.08,947.42,49.785,25.5193,1.236,90,4.4,S3,sa-east-1,0.307247
27.09,75.3,80.98,3.207,24.0,1.276,120,114.8,RDS,us-west-2,0.145099
40.58,28.3,1.0,0.212,0.0149,1.366,120,33.1,Lambda,us-west-2,0.001597
40.19,69.81,2.2,0.079,0.0142,1.102,320,14.1,Lambda,eu-central-1,0.001563
32.5,57.68,171.89,18.146,3.7195,1.555,430,128.3,EC2,ap-southeast-1,0.586446
20.27,75.89,162.72,0.0,24.0,1.383,100,170.3,RDS,ca-central-1,0.122131
43.76,25.3,2.13,0.079,0.0035,1.459,450,24.5,Lambda,ap-northeast-1,0.002186
28.56,57.3,279.28,17.16,8.514,1.293,100,126.6,EC2,ca-central-1,0.145285
57.0,35.12,3.79,0.095,0.0052,1.536,380,39.0,Lambda,us-east-1,0.002207
12.36,80.8,1043.51,2.091,24.0,1.263,430,84.9,RDS,ap-southeast-1,0.373797
42.83,43.59,234.76,36.076,12.7063,1.37,120,198.6,EC2,us-west-2,0.436443
28.23,27.35,951.13,57.398,28.8005,1.421,270,11.0,S3,eu-west-1,1.08238
1.0,53.12,3.24,0.0,0.0061,1.392,270,38.3,Lambda,eu-west-1,0.0001
55.39,70.49,138.46,55.386,13.0048,1.427,120,41.7,EC2,us-west-2,0.450442
29.22,67.13,0.42,0.537,0.0078,1.275,270,18.6,Lambda,eu-west-1,0.008851
19.42,31.81,4.77,0.0,0.008,1.427,380,25.4,Lambda,us-east-1,0.0001
100.0,11.54,0.47,0.404,0.0147,1.205,320,43.0,Lambda,eu-central-1,0.007991
47.11,78.7,808.83,18.121,24.0,1.32,450,87.1,RDS,ap-northeast-1,1.200265
52.65,65.57,788.05,25.015,24.0,1.525,380,126.6,RDS,us-east-1,1.610248
84.57,72.96,70.96,9.565,2.062,1.372,100,228.1,EC2,ca-central-1,0.113445
33.24,7.97,1592.24,85.215,11.2268,1.424,380,20.6,S3,us-east-1,2.069719
70.45,85.73,39.18,0.0,24.0,1.269,430,141.4,RDS,ap-southeast-1,1.326942
35.41,86.73,743.88,15.771,24.0,1.363,320,88.2,RDS,eu-central-1,0.741671
34.72,73.07,279.64,10.868,4.1784,1.263,320,148.0,EC2,eu-central-1,0.303082
9.97,58.31,0.19,0.0,0.006,1.437,120,25.5,Lambda,us-west-2,0.0001
1.0,8.56,1259.76,50.277,24.7177,,320,11.4,S3,eu-central-1,1.12337
32.24,25.97,96.66,21.436,6.1389,1.43,120,102.8,EC2,us-west-2,0.192925
14.84,63.69,147.13,10.764,24.0,1.595,430,149.1,RDS,ap-southeast-1,0.667477
5.25,8.54,1300.96,71.38,25.5572,1.405,100,24.0,S3,ca-central-1,0.490659
26.37,100.0,64.54,35.549,24.0,1.313,270,72.0,RDS,eu-west-1,0.751755
22.01,92.05,409.85,50.773,24.0,1.425,100,39.1,RDS,ca-central-1,0.351127
54.73,47.77,378.63,0.0,6.1867,1.511,120,85.9,EC2,us-west-2,0.057959
16.43,27.81,1017.92,52.094,31.4268,1.457,430,14.2,S3,ap-southeast-1,1.634231
4.59,8.06,2536.7,51.919,26.3047,1.59,450,7.7,S3,ap-northeast-1,1.95551
65.31,55.63,0.0,43.841,1.3181,1.482,120,165.1,EC2,us-west-2,0.339643
74.27,89.72,783.26,37.133,24.0,1.61,270,80.4,RDS,eu-west-1,1.349732
26.01,1.0,1121.16,53.745,11.4656,1.28,120,11.6,S3,us-west-2,0.414385
48.26,57.63,153.12,61.991,10.9263,1.345,320,156.3,EC2,eu-central-1,1.561095
73.49,68.41,132.93,23.697,4.5303,1.647,90,248.1,EC2,sa-east-1,0.24522
28.01,20.59,1391.06,92.506,19.1177,1.445,320,8.9,S3,eu-central-1,1.942062
45.41,42.98,159.38,100.022,7.7048,1.409,270,127.7,EC2,eu-west-1,1.742696
30.25,71.8,243.32,43.254,2.7504,1.473,320,173.5,EC2,eu-central-1,0.891899
1.0,47.96,0.77,0.456,0.0194,1.344,380,44.1,Lambda,us-east-1,0.010341
40.69,63.91,78.56,4.442,10.8109,1.508,320,129.7,EC2,eu-central-1,0.36514
96.81,56.1,1.42,0.877,0.0125,1.485,120,23.1,Lambda,us-west-2,0.006357
79.48,45.13,3.7,0.46,0.0117,1.34,90,30.8,Lambda,sa-east-1,0.002584
1.0,18.53,193.72,0.0,17.902,1.28,380,11.3,S3,us-east-1,0.023212
22.89,28.79,1763.66,64.708,32.3068,1.35,120,22.3,S3,us-west-2,0.610469
23.52,32.92,1079.2,46.315,24.5669,1.366,100,24.4,S3,ca-central-1,0.342738
48.78,66.26,132.16,26.715,24.0,1.588,120,119.6,RDS,us-west-2,0.469232
49.2,60.82,201.47,65.014,4.3552,1.366,120,206.7,EC2,us-west-2,0.533205
60.74,58.21,587.37,31.588,24.0,1.395,430,144.8,RDS,ap-southeast-1,2.168999
82.96,31.59,0.43,,0.0053,1.336,270,38.4,Lambda,eu-west-1,0.004466
9.43,87.2,530.0,28.172,24.0,1.23,450,137.3,RDS,ap-northeast-1,1.008109
71.32,36.86,2.53,0.594,0.0144,1.379,90,39.2,Lambda,sa-east-1,0.003348
49.12,62.69,862.94,0.0,24.0,1.354,90,124.4,RDS,sa-east-1,0.214451
21.88,6.28,0.95,0.547,0.0102,1.259,90,31.3,Lambda,sa-east-1,0.002881
88.95,88.03,651.22,31.512,24.0,1.381,100,102.7,RDS,ca-central-1,0.523646
24.7,74.35,902.52,35.188,24.0,1.421,380,112.5,RDS,us-east-1,1.31506
60.47,29.88,1.56,0.0,0.0103,1.216,380,30.3,Lambda,us-east-1,0.0001
26.87,87.12,293.53,38.438,24.0,1.495,100,119.4,RDS,ca-central-1,0.366324
15.7,31.75,0.0,35.427,25.8189,1.353,100,6.2,S3,ca-central-1,0.219996
11.3,85.17,480.78,0.0,24.0,1.397,430,193.4,RDS,ap-southeast-1,0.392879
50.2,60.2,119.52,35.034,12.2812,1.419,100,181.8,EC2,ca-central-1,0.379784
51.36,56.8,37.06,27.637,14.8652,1.389,430,78.2,EC2,ap-southeast-1,1.045283
64.1,63.05,244.44,27.273,4.4874,1.411,90,1.0,EC2,sa-east-1,0.146296
25.21,14.61,923.67,70.395,22.5671,1.498,120,18.2,S3,us-west-2,0.56164
12.92,65.55,1027.94,21.743,24.0,1.338,450,122.7,RDS,ap-northeast-1,1.00359
47.96,66.45,99.4,0.0,9.1556,1.337,380,142.9,EC2,us-east-1,0.318947
45.09,50.53,3.01,0.649,0.0143,1.393,100,37.7,Lambda,ca-central-1,0.003867
83.86,42.05,787.69,1.243,24.0,1.438,100,90.4,RDS,ca-central-1,0.308296
26.35,26.09,632.0,81.422,22.9375,1.42,270,12.1,S3,eu-west-1,1.453177
11.73,45.42,382.88,65.367,22.1429,1.116,380,2.5,S3,us-east-1,1.562807
50.35,65.35,785.6,18.163,24.0,1.328,120,128.7,RDS,us-west-2,0.414038
76.55,66.62,390.42,21.253,10.336,1.273,120,161.1,EC2,us-west-2,0.36593
50.48,61.95,413.84,0.0,24.0,1.452,450,63.6,RDS,ap-northeast-1,0.589517
46.24,63.41,99.14,28.579,0.001,1.494,100,27.9,EC2,ca-central-1,0.174897
47.28,87.35,1.55,,0.0106,,270,15.1,Lambda,eu-west-1,0.009503
91.3,63.88,124.23,28.431,8.0716,1.248,90,85.5,EC2,sa-east-1,0.231667
59.09,74.65,378.64,34.551,24.0,1.604,100,165.4,RDS,ca-central-1,0.592459
74.92,49.95,90.41,27.866,14.936,1.451,430,125.3,EC2,ap-southeast-1,1.617107
57.98,,230.12,0.0,11.1365,1.367,120,189.5,EC2,us-west-2,0.203463
41.38,35.84,0.85,0.615,0.0064,1.471,380,30.7,Lambda,us-east-1,0.013938
61.59,83.9,659.61,30.666,24.0,1.221,100,109.3,RDS,ca-central-1,0.418017
93.34,46.29,0.0,7.471,9.8849,1.263,270,138.8,EC2,eu-west-1,0.558822
38.15,63.47,1.12,0.0,0.0112,1.421,320,18.8,Lambda,eu-central-1,0.0001
56.76,36.67,2.63,0.79,0.0148,1.478,100,36.0,Lambda,ca-central-1,0.004913
64.99,75.85,310.26,0.41,24.0,1.352,320,148.0,RDS,eu-central-1,1.044342
3.19,33.01,608.32,111.187,31.8235,1.457,270,12.5,S3,eu-west-1,1.871709
69.47,70.47,1.48,0.01,0.0102,1.283,430,30.1,Lambda,ap-southeast-1,0.000383
81.49,23.43,1.28,0.371,0.0049,1.187,380,51.4,Lambda,us-east-1,0.008807
44.25,50.6,24.98,26.452,14.6399,1.245,270,95.9,EC2,eu-west-1,0.640182
34.75,41.43,3.62,0.258,0.0071,1.321,380,44.0,Lambda,us-east-1,0.005943
82.15,30.53,2.35,0.198,0.0134,1.378,430,35.1,Lambda,ap-southeast-1,0.005291
27.35,41.31,1.92,0.741,0.0087,1.359,100,40.0,Lambda,ca-central-1,0.004486
45.07,13.42,2.17,0.25,0.0171,1.527,430,31.2,Lambda,ap-southeast-1,0.006709
22.21,8.74,615.84,0.0,35.077,1.394,90,13.2,S3,sa-east-1,0.045234
55.13,45.61,2.75,0.0,0.0194,1.448,270,15.3,Lambda,eu-west-1,0.0001
60.8,82.5,240.5,0.0,24.0,1.415,120,90.5,RDS,us-west-2,0.234983
46.51,87.37,632.28,0.0,24.0,1.286,90,47.7,RDS,sa-east-1,0.083446
61.93,37.5,358.5,89.047,4.8348,1.354,450,53.3,EC2,ap-northeast-1,2.474343
3.17,97.77,547.54,34.919,24.0,1.464,90,76.2,RDS,sa-east-1,0.220422
60.55,52.63,211.49,45.729,4.4607,1.155,450,243.3,EC2,ap-northeast-1,1.592464
100.0,100.0,754.2,23.467,24.0,,320,99.6,RDS,eu-central-1,1.386479
1.0,20.04,2097.9,84.598,25.8015,1.266,430,7.5,S3,ap-southeast-1,2.543737
11.44,42.63,2.99,0.697,0.0068,1.305,320,21.9,Lambda,eu-central-1,0.013523
12.5,84.5,394.69,33.578,24.0,1.504,320,156.9,RDS,eu-central-1,0.903668
24.57,46.71,339.76,79.179,5.0187,1.353,430,190.1,EC2,ap-southeast-1,2.15111
14.84,13.53,1719.83,,14.8354,1.483,270,6.9,S3,eu-west-1,0.610686
60.24,16.13,0.0,0.504,0.0136,1.421,120,22.2,Lambda,us-west-2,0.003657
71.22,81.55,910.3,19.401,24.0,1.369,380,67.8,RDS,us-east-1,1.196516
60.08,80.85,200.57,19.604,24.0,1.156,320,51.5,RDS,eu-central-1,0.67135
35.51,36.2,0.0,0.703,0.014,1.375,270,38.3,Lambda,eu-west-1,0.011246
38.44,39.61,0.0,0.351,0.009,1.208,320,33.8,Lambda,eu-central-1,0.006969
86.1,79.53,336.85,0.0,24.0,1.367,380,112.4,RDS,us-east-1,1.253196
57.87,38.28,299.75,31.025,4.7507,1.273,100,132.4,EC2,ca-central-1,0.233321
41.8,78.74,275.02,0.026,24.0,1.574,270,46.7,RDS,eu-west-1,0.22321
27.54,14.02,0.0,4.879,7.822,1.346,450,8.6,S3,ap-northeast-1,0.146225
42.71,74.17,690.61,13.591,24.0,1.128,430,56.7,RDS,ap-southeast-1,0.755187
1.0,97.26,256.6,24.933,20.1951,1.372,380,121.3,EC2,us-east-1,0.621421
30.81,56.52,449.58,49.649,24.0,1.413,100,121.3,RDS,ca-central-1,0.454775
69.91,61.28,0.0,72.15,3.2518,1.304,270,311.7,EC2,eu-west-1,1.423062
63.21,100.0,0.0,37.514,4.4594,1.1,270,158.2,EC2,eu-west-1,0.752523
44.66,72.85,848.15,19.712,24.0,1.1,450,136.6,RDS,ap-northeast-1,1.379576
69.4,41.72,0.71,0.641,0.0063,1.248,120,31.9,Lambda,us-west-2,0.00476
74.36,98.14,448.77,56.202,5.8732,1.37,90,164.2,EC2,sa-east-1,0.402654
17.36,20.27,220.14,50.355,23.1851,1.561,90,10.8,S3,sa-east-1,0.283592
37.16,80.83,0.0,51.643,1.6084,1.189,90,199.8,EC2,sa-east-1,0.296811
71.57,67.99,286.37,12.685,3.605,1.483,120,117.8,EC2,us-west-2,0.148935
47.2,60.1,0.0,9.677,7.107,1.279,430,108.0,EC2,ap-southeast-1,0.445184
53.56,85.45,0.0,45.17,2.4594,1.36,380,98.3,EC2,us-east-1,1.071074
55.95,71.97,1145.75,12.891,24.0,1.597,430,99.6,RDS,ap-southeast-1,1.484636
23.52,1.0,2689.91,36.344,18.6381,1.346,430,8.7,S3,ap-southeast-1,1.30029
33.8,82.25,229.56,39.499,24.0,,450,14.7,RDS,ap-northeast-1,1.207532
24.6,54.53,330.02,40.989,7.9038,1.344,90,158.7,EC2,sa-east-1,0.2704
15.18,9.17,735.72,51.908,47.6977,1.472,380,17.3,S3,us-east-1,1.446244
65.19,97.27,283.15,20.869,24.0,1.132,90,127.2,RDS,sa-east-1,0.331315
59.6,42.72,88.51,53.35,11.9368,1.413,120,177.1,EC2,us-west-2,0.594856
39.52,55.44,850.58,24.462,24.0,1.397,450,110.4,RDS,ap-northeast-1,1.440617
29.25,63.56,0.18,0.594,0.012,1.19,450,36.3,Lambda,ap-northeast-1,0.015935
2.42,28.33,535.41,69.933,16.4548,1.434,90,11.1,S3,sa-east-1,0.401812
47.67,52.79,136.74,25.624,24.0,1.604,450,83.5,RDS,ap-northeast-1,1.401058
33.16,1.0,0.33,0.375,0.0062,1.469,90,24.2,Lambda,sa-east-1,0.001975
9.06,16.24,1495.14,0.0,18.0138,1.234,450,16.9,S3,ap-northeast-1,0.219058
50.73,43.36,44.66,16.953,10.1644,1.48,100,166.3,EC2,ca-central-1,0.23078
34.65,91.04,338.72,32.368,24.0,1.446,90,123.2,RDS,sa-east-1,0.311191
52.99,29.35,3.76,0.319,0.001,1.31,430,31.6,Lambda,ap-southeast-1,0.0083
55.58,65.57,638.01,23.771,24.0,1.344,380,6.6,RDS,us-east-1,0.690533
29.4,6.2,2.99,0.675,0.0048,1.307,270,28.0,Lambda,eu-west-1,0.010721
58.82,47.62,807.52,25.614,24.0,1.428,450,96.8,RDS,ap-northeast-1,1.690869
33.94,55.4,712.88,12.898,24.0,1.22,320,93.0,RDS,eu-central-1,0.642332
1.0,54.83,714.94,26.412,24.0,1.327,100,156.1,RDS,ca-central-1,0.190929
11.82,77.23,476.37,20.122,24.0,1.359,380,126.8,RDS,us-east-1,0.727089
56.95,36.46,2.4,0.358,0.0058,1.366,450,24.8,Lambda,ap-northeast-1,0.009659
17.01,77.42,266.71,28.399,0.5708,1.143,100,94.7,EC2,ca-central-1,0.170869
43.33,90.84,0.0,25.414,24.0,1.531,450,56.8,RDS,ap-northeast-1,1.110336
47.83,75.23,609.13,9.729,24.0,1.387,90,106.1,RDS,sa-east-1,0.232127
33.48,67.76,493.54,13.899,24.0,1.33,100,131.9,RDS,ca-central-1,0.243509
68.42,37.23,167.35,16.168,8.2482,1.202,380,141.5,EC2,us-east-1,0.756104
46.86,,331.43,27.128,24.0,1.335,90,51.9,RDS,sa-east-1,0.233598
26.5,88.76,3.14,0.66,0.0131,1.345,90,36.4,Lambda,sa-east-1,0.003658
72.82,47.34,260.76,0.0,24.0,1.14,380,24.4,RDS,us-east-1,0.221844
81.04,58.69,411.8,8.21,24.0,1.486,430,102.2,RDS,ap-southeast-1,1.595108
39.35,31.17,2.47,0.623,0.001,1.185,270,35.9,Lambda,eu-west-1,0.009888
1.0,14.36,2363.24,57.337,26.279,1.182,270,10.9,S3,eu-west-1,1.19172
51.42,85.36,288.85,10.555,4.3961,1.1,90,177.6,EC2,sa-east-1,0.100755
20.33,95.76,689.03,34.061,24.0,1.482,380,113.6,RDS,us-east-1,1.218812
31.03,,237.42,1.063,24.0,1.366,90,126.0,RDS,sa-east-1,0.127315
57.92,19.09,3.06,0.403,0.0104,1.439,270,36.7,Lambda,eu-west-1,0.006441
24.28,10.07,903.77,89.632,25.4199,1.419,90,10.4,S3,sa-east-1,0.534008
54.07,91.97,319.32,19.264,24.0,1.426,320,136.8,RDS,eu-central-1,1.236378
66.62,96.01,333.72,41.102,13.0659,1.408,450,141.9,EC2,ap-northeast-1,1.949424
19.6,27.48,0.0,17.271,9.2633,1.337,320,11.6,S3,eu-central-1,0.348627
7.35,26.46,1269.45,93.366,34.6694,1.282,120,16.0,S3,us-west-2,0.776474
36.21,74.32,1.04,0.305,0.001,1.191,430,26.5,Lambda,ap-southeast-1,0.007689
24.39,73.07,340.35,20.565,24.0,1.222,430,126.4,RDS,ap-southeast-1,0.952179
49.72,57.03,0.0,20.331,24.0,1.201,120,110.9,RDS,us-west-2,0.328842
1.0,21.3,1183.15,66.957,17.0693,1.379,450,9.2,S3,ap-northeast-1,2.018991
59.07,31.1,57.38,29.706,10.7874,1.371,320,227.6,EC2,eu-central-1,1.226407
6.09,47.86,663.2,25.424,24.0,1.315,380,8.0,RDS,us-east-1,0.704722
50.16,57.15,1.87,0.928,0.0086,1.252,450,20.7,Lambda,ap-northeast-1,0.024836
71.09,52.04,1.5,0.223,0.0146,1.555,450,28.4,Lambda,ap-northeast-1,0.00605
26.47,48.54,2.6,0.704,0.014,,430,41.1,Lambda,ap-southeast-1,0.018196
17.62,74.77,431.28,26.381,24.0,1.531,430,141.1,RDS,ap-southeast-1,1.137614
11.04,21.53,2.5,0.432,0.0067,1.436,320,20.8,Lambda,eu-central-1,0.00838
63.68,32.86,314.81,58.903,9.6995,1.466,380,240.4,EC2,us-east-1,2.205992
36.85,49.5,3.73,0.291,0.012,1.46,450,11.9,Lambda,ap-northeast-1,0.007752
84.32,48.78,1.07,0.929,0.0022,1.465,120,40.3,Lambda,us-west-2,0.006843
54.92,96.07,701.89,10.012,24.0,1.279,270,95.9,RDS,eu-west-1,0.679916
22.99,28.77,1.75,0.428,0.0153,1.451,320,20.1,Lambda,eu-central-1,0.008189
1.0,17.14,1225.96,9.597,18.3195,1.369,430,7.3,S3,ap-southeast-1,0.40541
58.94,51.04,357.0,10.952,7.2997,1.256,320,226.0,EC2,eu-central-1,0.607943
21.74,61.39,370.35,7.817,11.124,1.354,100,191.8,EC2,ca-central-1,0.117708
91.09,38.46,66.09,40.908,13.2432,1.307,100,191.3,EC2,ca-central-1,0.55564
36.97,27.14,1.92,0.319,0.0158,1.358,320,27.8,Lambda,eu-central-1,0.006381
1.0,18.66,1.52,0.552,0.0093,1.438,270,42.5,Lambda,eu-west-1,0.008775
28.29,17.77,2732.7,43.56,24.4563,1.562,270,15.1,S3,eu-west-1,1.043125
13.99,31.39,1820.01,78.204,19.0677,1.255,120,7.6,S3,us-west-2,0.629551
18.73,56.59,2.02,0.0,0.001,1.205,90,36.9,Lambda,sa-east-1,0.0001
34.94,50.98,910.23,17.896,24.0,1.354,100,188.7,RDS,ca-central-1,0.366372
79.52,16.78,2.37,0.201,0.0113,1.393,430,20.8,Lambda,ap-southeast-1,0.005296
4.06,61.56,0.85,0.127,0.0065,1.402,380,26.9,Lambda,us-east-1,0.002945
65.1,69.96,2.17,0.0,0.0075,1.427,100,39.6,Lambda,ca-central-1,0.0001
30.13,77.73,9.42,40.341,24.0,1.476,320,59.9,RDS,eu-central-1,0.951457
28.18,40.24,2.12,0.367,0.0069,1.468,320,30.4,Lambda,eu-central-1,0.007128
43.44,71.69,523.39,27.596,24.0,1.372,120,121.1,RDS,us-west-2,0.437068
7.21,35.17,0.0,81.006,12.5235,1.453,90,1.8,S3,sa-east-1,0.424775
5.24,42.06,1646.83,11.676,35.4852,1.3,380,8.1,S3,us-east-1,0.648869
37.55,38.43,304.5,16.072,17.6648,,320,139.5,EC2,eu-central-1,0.721829
4.12,19.98,733.86,11.493,33.7239,1.385,120,12.3,S3,us-west-2,0.132885
81.29,61.98,376.7,51.871,6.9067,1.333,120,52.6,EC2,us-west-2,0.427946
56.6,5.64,2.24,0.991,0.0169,1.189,270,11.2,Lambda,eu-west-1,0.015896
41.78,85.22,144.91,23.771,24.0,1.613,90,95.1,RDS,sa-east-1,0.278453
49.7,19.17,3.72,0.118,0.0062,1.383,90,44.0,Lambda,sa-east-1,0.000653
85.53,80.83,186.81,66.049,12.6344,1.251,380,14.7,EC2,us-east-1,1.586464
33.72,66.9,471.51,23.477,24.0,1.327,430,81.3,RDS,ap-southeast-1,1.043901
50.74,65.49,52.16,38.347,24.0,1.233,270,104.6,RDS,eu-west-1,1.05163
38.68,79.02,499.47,28.299,24.0,1.163,270,134.9,RDS,eu-west-1,0.916401
25.94,31.25,1947.25,0.0,24.1713,1.331,450,9.0,S3,ap-northeast-1,0.405595
79.03,82.67,206.99,14.878,24.0,1.39,450,66.5,RDS,ap-northeast-1,1.247566
55.2,52.09,380.34,8.683,24.0,1.41,120,101.0,RDS,us-west-2,0.311155
32.9,57.78,100.74,38.582,2.1689,1.412,270,82.0,EC2,eu-west-1,0.636151
58.08,87.74,387.52,10.137,24.0,1.195,90,132.1,RDS,sa-east-1,0.271773
5.74,7.68,0.0,95.112,24.882,1.478,100,5.3,S3,ca-central-1,0.560513
19.24,28.1,0.0,105.619,27.7212,1.292,380,10.3,S3,us-east-1,2.450541
40.6,,200.08,50.538,24.0,1.419,320,120.6,RDS,eu-central-1,1.551525
54.66,67.47,69.97,4.982,13.3448,1.475,90,163.6,EC2,sa-east-1,0.187337
27.98,19.25,955.66,106.452,26.0213,1.484,320,11.3,S3,eu-central-1,2.21702
47.02,39.22,388.48,47.111,2.6207,1.429,90,151.4,EC2,sa-east-1,0.282031
55.94,91.52,184.06,21.189,24.0,1.621,320,94.6,RDS,eu-central-1,1.122347
23.15,19.14,1185.36,34.04,23.832,,120,11.3,S3,us-west-2,0.313389
57.8,66.13,317.02,66.622,10.4264,1.388,100,118.4,EC2,ca-central-1,0.493532
43.89,73.09,371.8,0.0,13.1233,1.503,100,26.4,EC2,ca-central-1,0.030971
31.16,44.92,132.64,52.633,14.5803,1.335,320,104.5,EC2,eu-central-1,1.215512
15.55,32.93,2445.09,44.895,26.4053,1.328,320,9.2,S3,eu-central-1,1.229559
18.2,29.97,907.32,89.246,30.3007,1.401,450,10.0,S3,ap-northeast-1,2.636857
34.36,58.88,1.56,0.0,0.0047,1.406,320,17.5,Lambda,eu-central-1,0.0001
8.22,13.07,672.8,0.0,11.2502,1.442,380,13.1,S3,us-east-1,0.056481
48.28,82.8,368.21,47.412,9.5473,1.445,450,88.7,EC2,ap-northeast-1,1.579622
20.18,,1.89,0.895,0.0129,1.411,430,36.4,Lambda,ap-southeast-1,0.023354
51.43,99.68,756.87,45.883,24.0,1.437,90,44.4,RDS,sa-east-1,0.354539
40.27,43.45,0.45,0.354,0.0161,1.404,320,27.3,Lambda,eu-central-1,0.007059
26.71,19.86,706.43,,22.313,1.298,90,6.1,S3,sa-east-1,0.223612
36.31,44.26,949.52,32.906,24.0,1.447,380,112.0,RDS,us-east-1,1.43719
17.96,21.12,896.1,128.326,28.5398,1.452,430,15.1,S3,ap-southeast-1,3.624885
15.61,20.17,567.26,68.025,16.6793,1.152,430,1.0,S3,ap-southeast-1,1.834201
34.58,76.8,295.91,14.148,24.0,1.344,120,74.2,RDS,us-west-2,0.213625
90.02,37.79,63.36,62.922,5.621,1.36,450,207.3,EC2,ap-northeast-1,2.286183
41.09,31.46,2.39,0.855,0.001,1.514,120,1.0,Lambda,us-west-2,0.006184
1.0,16.49,734.6,49.468,23.86,1.504,450,14.1,S3,ap-northeast-1,1.496749
33.88,30.43,3.02,0.0,0.0168,1.334,450,13.6,Lambda,ap-northeast-1,0.0001
44.71,72.49,889.17,8.116,24.0,1.292,450,107.9,RDS,ap-northeast-1,1.062708
54.88,59.98,306.76,49.915,3.2126,1.463,100,199.5,EC2,ca-central-1,0.361163
83.1,61.63,471.13,29.962,24.0,1.423,270,92.5,RDS,eu-west-1,1.246494
81.02,13.17,2.89,0.373,0.0092,1.494,450,38.7,Lambda,ap-northeast-1,0.01047
18.86,10.75,1147.72,0.0,13.7567,1.385,90,8.2,S3,sa-east-1,0.026395
1.0,10.46,1677.07,9.787,26.5583,1.465,100,16.9,S3,ca-central-1,0.131046
42.25,71.76,773.91,25.781,24.0,,270,159.6,RDS,eu-west-1,1.055534
33.12,81.36,0.0,18.424,4.6151,1.498,90,155.5,EC2,sa-east-1,0.129209
16.11,18.2,353.34,66.164,20.6836,1.4,430,18.5,S3,ap-southeast-1,1.821426
25.33,26.34,2.89,0.443,0.011,1.414,320,15.5,Lambda,eu-central-1,0.008612
35.9,65.49,14.68,0.198,8.4935,1.541,320,196.1,EC2,eu-central-1,0.300458
29.64,54.94,1546.89,15.24,24.0,1.304,380,78.7,RDS,us-east-1,0.859817
18.57,26.1,2.22,0.712,0.0135,1.276,430,29.7,Lambda,ap-southeast-1,0.018067
14.29,16.36,464.69,0.0,8.2079,1.214,380,3.7,S3,us-east-1,0.026854
45.43,87.71,257.87,24.162,24.0,1.368,120,70.9,RDS,us-west-2,0.318175
59.15,53.04,0.0,51.212,9.9875,1.202,270,169.2,EC2,eu-west-1,1.161364
20.98,22.2,581.06,0.0,14.9065,1.24,320,11.6,S3,eu-central-1,0.059805
18.17,70.2,0.0,0.0,24.0,1.194,100,194.2,RDS,ca-central-1,0.100919
59.58,36.73,304.85,33.903,9.1011,1.39,120,136.6,EC2,us-west-2,0.36872
44.25,50.16,785.63,0.0,24.0,1.442,270,159.9,RDS,eu-west-1,0.727813
74.44,80.74,109.9,7.835,8.8214,1.355,430,87.5,EC2,ap-southeast-1,0.551162
23.14,10.92,788.42,76.711,21.4048,1.2,100,4.8,S3,ca-central-1,0.490482
59.56,54.87,300.83,50.688,7.1243,1.324,380,111.1,EC2,us-east-1,1.403008
61.64,67.1,174.77,61.745,8.4046,1.37,270,13.0,EC2,eu-west-1,1.017834
55.8,46.25,3.18,0.795,0.0116,1.353,450,16.9,Lambda,ap-northeast-1,0.02124
48.04,44.49,1.62,0.474,0.0143,1.283,430,10.3,Lambda,ap-southeast-1,0.012463
54.18,64.6,207.28,0.0,14.4975,1.507,320,195.3,EC2,eu-central-1,0.740318
1.0,20.12,982.78,18.088,13.5036,1.512,380,3.7,S3,us-east-1,0.489053
81.8,44.4,2.21,0.646,0.001,1.353,320,57.2,Lambda,eu-central-1,0.012514
47.76,82.42,69.59,0.9,0.001,1.335,450,178.0,EC2,ap-northeast-1,0.024139
49.94,42.38,195.13,69.5,14.1632,1.285,430,195.7,EC2,ap-southeast-1,2.570106
27.06,49.54,0.0,32.314,0.0781,1.402,100,154.6,EC2,ca-central-1,0.195924
57.71,89.06,773.72,33.134,24.0,1.349,380,119.6,RDS,us-east-1,1.732879
10.0,44.57,1.1,0.0,0.0144,1.412,380,36.2,Lambda,us-east-1,0.0001
26.98,23.52,100.2,0.0,25.9255,1.349,380,2.6,S3,us-east-1,0.026714
48.25,58.14,424.49,24.026,24.0,1.477,270,103.4,RDS,eu-west-1,0.935706
15.1,24.88,1968.62,47.797,39.0335,1.487,380,15.2,S3,us-east-1,1.664825
20.49,8.71,1658.09,97.865,38.0144,1.305,430,12.8,S3,ap-southeast-1,3.104485
32.37,48.67,0.97,0.883,0.0135,1.404,380,34.5,Lambda,us-east-1,0.01968
52.64,58.31,378.37,54.078,3.8554,1.474,450,147.7,EC2,ap-northeast-1,1.673471
1.0,47.58,3.08,0.54,0.0178,1.333,380,35.9,Lambda,us-east-1,0.012326
65.09,53.91,2.29,0.905,0.0081,1.404,380,28.8,Lambda,us-east-1,0.021046
75.29,18.85,2.95,0.718,0.01,1.266,320,58.0,Lambda,eu-central-1,0.013793
28.71,51.42,1.33,0.674,0.0101,1.1,120,11.0,Lambda,us-west-2,0.004832
